StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            29           13           0            0            1000         0
D2           0            -23          21           0            0            1000         0
D3           0            9            -34          0            0            1000         0
P1           0            20           14           0            0            1000         0
P2           0            5            22           0            0            1000         0
P3           0            -21          -12          0            0            1000         0
P4           0            -14          -19          0            0            1000         0
P5           0            21           -10          0            0            1000         0
S1           0            20           14           0            0            1000         10
S2           0            5            22           0            0            1000         10
S3           0            -21          -12          0            0            1000         10
S4           0            -14          -19          0            0            1000         10
S5           0            21           -10          0            0            1000         10
C1           D1           -16          18           11           36           56           10
C2           D1           0            -3           14           226          246          10
C3           D2           24           -1           17           93           113          10
C4           D2           22           0            16           199          219          10
C5           D3           6            -15          5            102          122          10
C6           D2           1            7            17           202          222          10
C7           D2           -6           -12          21           182          202          10
C8           D3           -28          6            19           52           72           10
C9           D2           6            -5           11           92           112          10
C10          D3           4            -14          25           227          247          10
C11          D3           -29          7            15           224          244          10
C12          D1           -17          17           16           84           104          10
C13          D1           -12          -1           7            147          167          10
C14          D1           24           -10          18           230          250          10
C15          D2           -6           -3           14           100          120          10
C16          D2           -25          -14          22           61           81           10
C17          D1           -4           -15          15           138          158          10
C18          D3           -14          4            14           222          242          10
C19          D1           0            0            10           25           45           10
C20          D1           -17          5            24           79           99           10
C21          D3           15           11           24           234          254          10
C22          D3           -4           8            7            76           96           10
C23          D2           -11          10           10           215          235          10
C24          D2           7            20           11           52           72           10
C25          D2           -4           0            5            201          221          10
C26          D3           -3           2            24           212          232          10
C27          D2           -18          14           12           258          278          10
C28          D1           -9           -4           23           218          238          10
C29          D1           1            -1           10           172          192          10
C30          D1           13           1            20           184          204          10
C31          D1           -14          -10          23           148          168          10
C32          D1           11           -2           6            256          276          10
C33          D1           -27          7            7            179          199          10
C34          D1           -8           17           8            63           83           10
C35          D2           -3           12           21           127          147          10
C36          D2           21           -3           9            246          266          10
C37          D1           11           6            18           161          181          10
C38          D3           2            16           8            92           112          10
C39          D1           -9           -16          6            193          213          10
C40          D3           0            -11          22           177          197          10
C41          D1           -21          9            22           183          203          10
C42          D1           -5           -2           18           136          156          10
C43          D3           -2           -1           12           209          229          10
C44          D2           -3           -13          21           132          152          10
C45          D3           10           14           10           142          162          10
C46          D1           -5           -3           12           259          279          10
C47          D1           -4           -2           8            65           85           10
C48          D2           -27          -6           21           191          211          10
C49          D3           15           16           6            225          245          10
C50          D1           1            0            15           247          267          10
C51          D3           -4           10           6            183          203          10
C52          D1           -7           -13          13           56           76           10
C53          D1           -2           12           14           177          197          10
C54          D1           -7           -20          19           217          237          10
C55          D2           -15          0            12           71           91           10
C56          D3           -5           2            13           52           72           10
C57          D1           2            17           23           38           58           10
C58          D2           -12          -3           18           149          169          10
C59          D1           1            8            20           194          214          10
C60          D1           -2           2            12           78           98           10
C61          D1           -20          -17          10           126          146          10
C62          D2           0            4            12           236          256          10
C63          D2           6            18           11           162          182          10
C64          D3           6            -12          8            167          187          10
C65          D2           4            2            20           120          140          10
C66          D1           14           -12          23           31           51           10
C67          D1           12           11           25           125          145          10
C68          D1           11           -10          19           36           56           10
C69          D3           -5           -9           5            194          214          10
C70          D3           13           18           8            85           105          10
C71          D3           -27          3            19           175          195          10
C72          D2           1            15           10           52           72           10
C73          D2           2            1            7            172          192          10
C74          D3           3            -14          13           53           73           10
C75          D1           -16          16           8            60           80           10
C76          D2           -17          -15          21           213          233          10
C77          D3           -15          7            8            182          202          10
C78          D3           -3           5            23           119          139          10
C79          D3           -21          4            17           56           76           10
C80          D3           2            8            13           210          230          10
C81          D3           12           -7           21           250          270          10
C82          D1           -1           18           6            151          171          10
C83          D1           20           1            23           229          249          10
C84          D2           -21          -1           16           133          153          10
C85          D1           3            0            22           195          215          10
C86          D2           -6           8            10           206          226          10
C87          D1           3            -6           6            151          171          10
C88          D2           -10          -2           20           174          194          10
C89          D1           0            16           8            46           66           10
C90          D2           -14          -5           10           140          160          10
C91          D1           -9           -1           6            209          229          10
C92          D3           -1           -2           19           153          173          10
C93          D1           0            0            18           185          205          10
C94          D3           -15          -2           24           215          235          10
C95          D3           29           6            11           91           111          10
C96          D1           -14          17           14           40           60           10
C97          D3           3            11           11           164          184          10
C98          D1           25           -14          19           195          215          10
C99          D2           -15          2            8            49           69           10
C100         D2           -15          10           24           112          132          10

Problem Variant                             : 3M-2E-VRP
Distance Metric                             : FLOOR_EUCLIDEAN_DIVISOR
Distance Divisor                            : 6.0
Customer Locations as Transfer Points       : true

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 1000
First Echelon Vehicle Velocity (km/h)       : 10
First Echelon Vehicle Fixed Cost            : 60
First Echelon Vehicle Fixed Cost Basis      : PER_DAY
First Echelon Vehicle Variable Cost (€/h)   : 15
First Echelon Vehicle Fuel Cost (€/km)      : 0.56

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 100
Second Echelon Vehicle Velocity (km/h)      : 15
Second Echelon Vehicle Fixed Cost           : 20
Second Echelon Vehicle Fixed Cost Basis     : PER_DAY
Second Echelon Vehicle Variable Cost (€/h)  : 10
Second Echelon Vehicle Fuel Cost (€/km)     : 0.028
