StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            26           15           0            0            1000         0
D2           0            -39          2            0            0            1000         0
D3           0            27           -14          0            0            1000         0
P1           0            14           15           0            0            1000         0
P2           0            -8           19           0            0            1000         0
P3           0            -23          2            0            0            1000         0
P4           0            6            -21          0            0            1000         0
P5           0            23           -8           0            0            1000         0
S1           0            14           15           0            0            1000         10
S2           0            -8           19           0            0            1000         10
S3           0            -23          2            0            0            1000         10
S4           0            6            -21          0            0            1000         10
S5           0            23           -8           0            0            1000         10
C1           D3           -4           -1           15           67           87           10
C2           D3           3            -15          18           58           78           10
C3           D1           29           -2           18           175          195          10
C4           D1           7            -22          8            119          139          10
C5           D2           3            3            13           41           61           10
C6           D2           15           24           10           90           110          10
C7           D2           17           7            23           139          159          10
C8           D2           5            -4           5            159          179          10
C9           D3           21           8            25           121          141          10
C10          D2           -6           27           7            40           60           10
C11          D2           -25          -3           21           131          151          10
C12          D2           6            3            22           184          204          10
C13          D1           -1           0            20           37           57           10
C14          D2           4            -23          5            87           107          10
C15          D2           18           -23          15           191          211          10
C16          D1           -2           1            15           247          267          10
C17          D2           3            -13          7            124          144          10
C18          D3           3            -1           10           237          257          10
C19          D3           0            -11          13           255          275          10
C20          D1           -22          -4           23           256          276          10
C21          D2           -18          15           22           33           53           10
C22          D3           3            -5           8            142          162          10
C23          D2           -28          -1           18           30           50           10
C24          D1           2            3            6            167          187          10
C25          D3           4            2            11           90           110          10
C26          D2           -8           5            8            196          216          10
C27          D2           0            0            5            109          129          10
C28          D2           22           2            5            211          231          10
C29          D1           0            4            23           33           53           10
C30          D2           1            22           15           147          167          10
C31          D2           1            9            21           40           60           10
C32          D2           -4           17           12           105          125          10
C33          D3           2            -18          6            251          271          10
C34          D2           7            10           23           194          214          10
C35          D2           -3           -27          25           213          233          10
C36          D3           -14          0            9            99           119          10
C37          D2           4            27           11           217          237          10
C38          D3           3            -6           6            181          201          10
C39          D3           -9           11           22           72           92           10
C40          D2           14           14           14           207          227          10
C41          D1           -25          -5           19           83           103          10
C42          D3           11           -26          22           80           100          10
C43          D2           -2           1            12           44           64           10
C44          D3           -3           24           11           251          271          10
C45          D3           24           13           22           209          229          10
C46          D2           -5           -1           12           119          139          10
C47          D3           -3           24           14           155          175          10
C48          D2           -13          -4           12           22           42           10
C49          D1           -15          -25          5            183          203          10
C50          D3           2            9            10           259          279          10
C51          D1           -14          10           12           119          139          10
C52          D2           -11          -12          18           101          121          10
C53          D2           -7           -22          16           250          270          10
C54          D2           -13          -9           19           77           97           10
C55          D2           -1           23           18           39           59           10
C56          D1           -15          -9           17           225          245          10
C57          D1           -10          1            5            66           86           10
C58          D2           -22          10           22           121          141          10
C59          D1           19           -23          22           188          208          10
C60          D1           -21          -11          18           137          157          10
C61          D1           14           8            15           108          128          10
C62          D3           1            3            17           51           71           10
C63          D2           -4           -7           25           92           112          10
C64          D2           -17          4            23           79           99           10
C65          D2           27           6            11           208          228          10
C66          D3           -14          19           22           147          167          10
C67          D3           -6           -21          10           59           79           10
C68          D2           -4           -12          17           252          272          10
C69          D3           3            8            17           239          259          10
C70          D2           5            3            10           39           59           10
C71          D1           25           13           17           36           56           10
C72          D2           -1           10           23           246          266          10
C73          D3           -7           7            19           153          173          10
C74          D3           -11          13           22           228          248          10
C75          D1           0            0            13           117          137          10
C76          D3           0            0            13           213          233          10
C77          D1           6            19           9            41           61           10
C78          D3           1            -30          20           131          151          10
C79          D3           20           17           5            45           65           10
C80          D3           1            -28          14           73           93           10
C81          D3           -16          -15          16           44           64           10
C82          D3           -4           -4           14           168          188          10
C83          D3           -11          -24          13           155          175          10
C84          D2           0            3            15           167          187          10
C85          D1           6            20           11           22           42           10
C86          D1           0            5            25           157          177          10
C87          D1           1            2            22           258          278          10
C88          D2           -15          -15          14           82           102          10
C89          D3           1            0            9            195          215          10
C90          D1           18           -2           15           55           75           10
C91          D1           3            -6           20           174          194          10
C92          D1           -11          -5           11           230          250          10
C93          D3           -12          -20          12           101          121          10
C94          D1           0            -24          18           98           118          10
C95          D2           22           -16          14           67           87           10
C96          D3           2            -1           17           187          207          10
C97          D3           -1           -15          9            101          121          10
C98          D1           -5           16           12           195          215          10
C99          D1           8            -1           11           176          196          10
C100         D2           0            0            18           155          175          10

Problem Variant                             : 3M-2E-VRP
Distance Metric                             : FLOOR_EUCLIDEAN_DIVISOR
Distance Divisor                            : 6.0
Customer Locations as Transfer Points       : true

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 1000
First Echelon Vehicle Velocity (km/h)       : 10
First Echelon Vehicle Fixed Cost            : 60
First Echelon Vehicle Fixed Cost Basis      : PER_DAY
First Echelon Vehicle Variable Cost (€/h)   : 15
First Echelon Vehicle Fuel Cost (€/km)      : 0.56

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 100
Second Echelon Vehicle Velocity (km/h)      : 15
Second Echelon Vehicle Fixed Cost           : 20
Second Echelon Vehicle Fixed Cost Basis     : PER_DAY
Second Echelon Vehicle Variable Cost (€/h)  : 10
Second Echelon Vehicle Fuel Cost (€/km)     : 0.028
