StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            14           32           0            0            1000         0
D2           0            -19          -24          0            0            1000         0
D3           0            -5           -30          0            0            1000         0
P1           0            18           15           0            0            1000         0
P2           0            -15          14           0            0            1000         0
P3           0            -19          11           0            0            1000         0
P4           0            -8           -23          0            0            1000         0
P5           0            21           -9           0            0            1000         0
S1           0            18           15           0            0            1000         10
S2           0            -15          14           0            0            1000         10
S3           0            -19          11           0            0            1000         10
S4           0            -8           -23          0            0            1000         10
S5           0            21           -9           0            0            1000         10
C1           D3           -9           -7           25           210          230          10
C2           D3           -21          4            6            239          259          10
C3           D1           -17          11           23           227          247          10
C4           D3           20           -8           24           203          223          10
C5           D3           17           6            9            99           119          10
C6           D1           -20          3            22           181          201          10
C7           D3           -1           -2           11           104          124          10
C8           D2           -7           -18          20           125          145          10
C9           D1           -23          -9           11           259          279          10
C10          D3           5            6            21           192          212          10
C11          D2           8            12           11           98           118          10
C12          D2           21           -3           20           89           109          10
C13          D2           -6           -2           12           84           104          10
C14          D2           6            22           18           88           108          10
C15          D3           3            4            5            148          168          10
C16          D1           1            4            17           254          274          10
C17          D3           -5           -2           19           39           59           10
C18          D3           0            6            7            28           48           10
C19          D1           -12          -24          8            221          241          10
C20          D2           -24          15           12           44           64           10
C21          D1           15           8            19           225          245          10
C22          D3           -16          -7           11           250          270          10
C23          D1           6            1            25           202          222          10
C24          D3           -7           4            15           148          168          10
C25          D2           17           19           6            253          273          10
C26          D1           -2           15           11           208          228          10
C27          D2           -20          18           14           89           109          10
C28          D1           -14          -25          6            259          279          10
C29          D1           -2           -28          11           165          185          10
C30          D2           2            -18          9            67           87           10
C31          D1           17           14           24           40           60           10
C32          D3           -11          25           25           87           107          10
C33          D2           -14          -18          8            207          227          10
C34          D1           5            24           8            210          230          10
C35          D2           -3           -13          6            197          217          10
C36          D1           8            0            22           253          273          10
C37          D2           -1           18           9            176          196          10
C38          D1           -16          -7           23           230          250          10
C39          D2           16           19           9            126          146          10
C40          D1           -3           -10          21           134          154          10
C41          D3           0            4            9            88           108          10
C42          D2           -3           -6           8            100          120          10
C43          D2           16           16           23           60           80           10
C44          D2           -5           -2           12           208          228          10
C45          D2           -6           -18          15           173          193          10
C46          D3           -7           -3           17           112          132          10
C47          D2           0            0            17           250          270          10
C48          D2           0            -9           15           191          211          10
C49          D3           24           5            9            70           90           10
C50          D1           5            -18          5            183          203          10
C51          D1           -11          -6           24           242          262          10
C52          D1           -1           12           24           186          206          10
C53          D2           -1           1            9            87           107          10
C54          D3           -2           1            9            50           70           10
C55          D3           1            0            21           216          236          10
C56          D3           1            3            20           239          259          10
C57          D3           -10          10           15           244          264          10
C58          D1           -20          0            22           102          122          10
C59          D2           7            21           9            68           88           10
C60          D3           -9           -9           12           186          206          10
C61          D1           -22          -7           17           108          128          10
C62          D2           2            1            7            218          238          10
C63          D1           2            -3           17           39           59           10
C64          D2           -1           -6           8            107          127          10
C65          D3           -4           27           13           158          178          10
C66          D2           -12          10           25           191          211          10
C67          D2           1            5            14           181          201          10
C68          D2           -5           -2           21           32           52           10
C69          D1           -12          26           14           153          173          10
C70          D2           -14          6            9            212          232          10
C71          D1           -7           1            18           70           90           10
C72          D3           -7           3            11           155          175          10
C73          D3           -3           29           6            92           112          10
C74          D3           12           5            24           145          165          10
C75          D3           1            2            25           250          270          10
C76          D3           4            -3           19           199          219          10
C77          D2           -1           -2           18           212          232          10
C78          D2           -1           21           10           199          219          10
C79          D3           -8           4            7            26           46           10
C80          D3           14           12           15           220          240          10
C81          D2           13           0            23           243          263          10
C82          D2           -4           0            25           34           54           10
C83          D2           -11          18           20           94           114          10
C84          D3           11           18           21           83           103          10
C85          D1           11           20           7            36           56           10
C86          D3           -20          -3           16           230          250          10
C87          D1           -1           15           14           210          230          10
C88          D1           0            -1           20           50           70           10
C89          D3           12           0            10           166          186          10
C90          D1           30           0            17           229          249          10
C91          D2           27           -4           21           97           117          10
C92          D1           -18          10           7            104          124          10
C93          D3           -9           17           25           99           119          10
C94          D2           -14          2            10           96           116          10
C95          D2           -12          -1           6            213          233          10
C96          D2           -21          -9           24           40           60           10
C97          D1           13           -3           6            70           90           10
C98          D3           -7           -2           18           258          278          10
C99          D3           -5           21           5            197          217          10
C100         D3           18           -13          21           230          250          10

Problem Variant                             : 3M-2E-VRP
Distance Metric                             : FLOOR_EUCLIDEAN_DIVISOR
Distance Divisor                            : 6.0
Customer Locations as Transfer Points       : true

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 1000
First Echelon Vehicle Velocity (km/h)       : 10
First Echelon Vehicle Fixed Cost            : 60
First Echelon Vehicle Fixed Cost Basis      : PER_DAY
First Echelon Vehicle Variable Cost (€/h)   : 15
First Echelon Vehicle Fuel Cost (€/km)      : 0.56

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 100
Second Echelon Vehicle Velocity (km/h)      : 15
Second Echelon Vehicle Fixed Cost           : 20
Second Echelon Vehicle Fixed Cost Basis     : PER_DAY
Second Echelon Vehicle Variable Cost (€/h)  : 10
Second Echelon Vehicle Fuel Cost (€/km)     : 0.028
