StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            -6           34           0            0            1000         0
D2           0            -35          -14          0            0            1000         0
P1           0            -8           24           0            0            1000         0
P2           0            -18          -11          0            0            1000         0
P3           0            20           -12          0            0            1000         0
S1           0            -8           24           0            0            1000         10
S2           0            -18          -11          0            0            1000         10
S3           0            20           -12          0            0            1000         10
C1           D2           -5           4            13           42           62           10
C2           D2           -6           17           8            235          255          10
C3           D2           6            -5           23           213          233          10
C4           D1           -22          6            16           150          170          10
C5           D2           22           9            19           138          158          10
C6           D2           6            -5           16           130          150          10
C7           D1           -11          -8           13           172          192          10
C8           D1           -21          19           23           237          257          10
C9           D1           -11          -9           9            196          216          10
C10          D1           9            -1           19           238          258          10
C11          D2           2            1            18           194          214          10
C12          D1           25           13           7            175          195          10
C13          D2           10           -3           25           88           108          10
C14          D2           6            -7           22           200          220          10
C15          D1           4            9            13           158          178          10
C16          D2           -26          -11          8            103          123          10
C17          D2           6            -7           22           48           68           10
C18          D1           7            19           22           41           61           10
C19          D2           16           11           9            217          237          10
C20          D2           1            -29          14           65           85           10
C21          D1           4            7            22           130          150          10
C22          D1           -3           10           18           90           110          10
C23          D2           1            1            6            134          154          10
C24          D1           -13          -20          14           244          264          10
C25          D1           -6           -12          11           142          162          10
C26          D2           14           -17          23           142          162          10
C27          D2           -8           8            8            236          256          10
C28          D2           -23          -1           5            71           91           10
C29          D2           23           5            20           248          268          10
C30          D1           2            19           9            144          164          10
C31          D2           -21          14           13           74           94           10
C32          D2           14           25           9            162          182          10
C33          D2           10           -28          16           134          154          10
C34          D1           -11          -8           11           36           56           10
C35          D1           0            -19          21           58           78           10
C36          D2           -20          17           10           231          251          10
C37          D2           -8           14           12           72           92           10
C38          D2           4            -24          12           158          178          10
C39          D2           -5           6            14           181          201          10
C40          D2           2            18           25           106          126          10
C41          D1           -7           3            12           253          273          10
C42          D2           -16          -16          7            82           102          10
C43          D1           -5           2            25           23           43           10
C44          D2           -8           13           7            119          139          10
C45          D1           -14          2            23           217          237          10
C46          D2           8            4            8            178          198          10
C47          D1           9            -4           17           99           119          10
C48          D1           3            -5           13           107          127          10
C49          D2           -27          12           12           232          252          10
C50          D1           0            20           23           100          120          10
C51          D1           0            5            13           148          168          10
C52          D2           19           -21          9            188          208          10
C53          D1           7            -28          20           254          274          10
C54          D1           25           12           15           252          272          10
C55          D1           -16          -5           11           72           92           10
C56          D2           10           18           17           197          217          10
C57          D2           15           -10          5            152          172          10
C58          D2           -22          2            25           210          230          10
C59          D2           -7           4            19           154          174          10
C60          D2           4            -13          16           125          145          10
C61          D2           9            -3           12           121          141          10
C62          D1           -2           -3           21           55           75           10
C63          D2           25           13           6            105          125          10
C64          D1           -6           1            6            207          227          10
C65          D2           -4           17           17           171          191          10
C66          D2           -22          2            8            185          205          10
C67          D1           -11          -8           11           42           62           10
C68          D2           25           0            23           188          208          10
C69          D2           17           -6           8            113          133          10
C70          D2           16           -25          10           149          169          10
C71          D2           18           -20          11           224          244          10
C72          D1           26           -15          16           252          272          10
C73          D2           12           -14          15           231          251          10
C74          D1           1            -9           14           162          182          10
C75          D1           -9           22           11           161          181          10
C76          D1           -6           18           12           22           42           10
C77          D1           -15          -9           14           211          231          10
C78          D2           -15          -19          8            182          202          10
C79          D1           -8           17           8            23           43           10
C80          D1           0            1            7            174          194          10
C81          D1           1            -20          15           220          240          10
C82          D2           21           -1           21           70           90           10
C83          D1           2            2            9            69           89           10
C84          D1           -23          -6           11           79           99           10
C85          D1           4            -11          24           239          259          10
C86          D2           -5           8            16           175          195          10
C87          D2           -1           29           14           141          161          10
C88          D2           7            17           22           78           98           10
C89          D2           10           5            17           101          121          10
C90          D1           -16          4            13           209          229          10
C91          D2           4            7            22           84           104          10
C92          D1           27           -2           22           241          261          10
C93          D1           -3           -9           25           45           65           10
C94          D1           1            0            14           88           108          10
C95          D1           0            -7           12           36           56           10
C96          D2           6            0            12           37           57           10
C97          D1           1            -3           10           46           66           10
C98          D1           0            0            5            87           107          10
C99          D1           20           9            6            80           100          10
C100         D2           -1           15           21           49           69           10

Problem Variant                             : 3M-2E-VRP
Distance Metric                             : FLOOR_EUCLIDEAN_DIVISOR
Distance Divisor                            : 6.0
Customer Locations as Transfer Points       : true

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 1000
First Echelon Vehicle Velocity (km/h)       : 10
First Echelon Vehicle Fixed Cost            : 60
First Echelon Vehicle Fixed Cost Basis      : PER_DAY
First Echelon Vehicle Variable Cost (€/h)   : 15
First Echelon Vehicle Fuel Cost (€/km)      : 0.56

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 100
Second Echelon Vehicle Velocity (km/h)      : 15
Second Echelon Vehicle Fixed Cost           : 20
Second Echelon Vehicle Fixed Cost Basis     : PER_DAY
Second Echelon Vehicle Variable Cost (€/h)  : 10
Second Echelon Vehicle Fuel Cost (€/km)     : 0.028
