StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            -27          19           0            0            1000         0
D2           0            31           -10          0            0            1000         0
P1           0            1            21           0            0            1000         0
P2           0            -19          13           0            0            1000         0
P3           0            5            -22          0            0            1000         0
S1           0            1            21           0            0            1000         10
S2           0            -19          13           0            0            1000         10
S3           0            5            -22          0            0            1000         10
C1           D2           -2           -1           11           251          271          10
C2           D1           21           1            21           217          237          10
C3           D2           -9           -9           7            103          123          10
C4           D1           -1           -4           17           156          176          10
C5           D1           -5           9            5            188          208          10
C6           D1           7            -11          25           42           62           10
C7           D2           13           -25          11           42           62           10
C8           D1           -12          16           11           232          252          10
C9           D2           23           -11          18           169          189          10
C10          D2           -3           -1           20           164          184          10
C11          D1           -16          -9           16           257          277          10
C12          D1           -8           13           12           72           92           10
C13          D1           12           23           25           45           65           10
C14          D2           13           2            15           208          228          10
C15          D1           -8           9            5            68           88           10
C16          D1           -4           -4           10           164          184          10
C17          D2           -20          -22          18           132          152          10
C18          D2           23           9            9            241          261          10
C19          D1           6            -4           25           125          145          10
C20          D1           -5           22           19           164          184          10
C21          D1           -19          -5           19           121          141          10
C22          D1           -24          9            22           193          213          10
C23          D1           -16          21           24           114          134          10
C24          D2           1            22           15           158          178          10
C25          D2           20           -4           9            111          131          10
C26          D1           4            -3           15           93           113          10
C27          D2           -14          0            11           101          121          10
C28          D1           25           3            10           49           69           10
C29          D2           -16          3            18           83           103          10
C30          D1           0            -20          13           42           62           10
C31          D1           0            1            25           75           95           10
C32          D1           24           -15          23           55           75           10
C33          D1           -1           0            15           195          215          10
C34          D2           21           11           17           201          221          10
C35          D1           -10          3            8            97           117          10
C36          D1           -1           8            23           56           76           10
C37          D1           5            1            17           116          136          10
C38          D2           -4           4            24           107          127          10
C39          D2           22           -1           24           101          121          10
C40          D2           2            1            24           215          235          10
C41          D1           -19          16           10           192          212          10
C42          D2           3            -2           8            146          166          10
C43          D2           18           24           17           195          215          10
C44          D2           -2           -6           22           38           58           10
C45          D2           -2           -6           24           71           91           10
C46          D1           3            2            7            141          161          10
C47          D2           11           1            15           110          130          10
C48          D1           -3           3            15           157          177          10
C49          D2           -2           0            9            187          207          10
C50          D2           -1           -3           7            65           85           10
C51          D1           -1           5            6            231          251          10
C52          D2           22           1            22           98           118          10
C53          D1           -3           -19          5            141          161          10
C54          D1           -7           -8           11           100          120          10
C55          D2           -22          11           9            119          139          10
C56          D2           9            7            25           168          188          10
C57          D1           8            0            21           144          164          10
C58          D2           3            -26          20           164          184          10
C59          D2           7            7            9            118          138          10
C60          D2           -1           6            5            177          197          10
C61          D1           12           1            19           51           71           10
C62          D1           15           -8           7            240          260          10
C63          D2           27           -4           24           235          255          10
C64          D2           7            -6           6            227          247          10
C65          D2           15           -13          15           92           112          10
C66          D2           -28          4            16           61           81           10
C67          D1           -22          17           8            152          172          10
C68          D2           9            18           20           218          238          10
C69          D2           3            6            7            215          235          10
C70          D2           1            -1           8            70           90           10
C71          D2           -10          5            5            172          192          10
C72          D2           -1           28           5            47           67           10
C73          D2           -6           -23          10           246          266          10
C74          D2           14           12           17           71           91           10
C75          D1           -2           -5           19           231          251          10
C76          D2           -4           0            5            242          262          10
C77          D1           -6           26           15           61           81           10
C78          D1           24           -13          18           104          124          10
C79          D1           22           -7           23           94           114          10
C80          D2           10           -1           17           196          216          10
C81          D1           29           3            25           136          156          10
C82          D1           21           -7           5            240          260          10
C83          D1           1            -2           8            186          206          10
C84          D1           -11          14           8            191          211          10
C85          D1           -11          -13          19           202          222          10
C86          D2           27           4            24           178          198          10
C87          D2           2            15           23           60           80           10
C88          D2           2            6            18           202          222          10
C89          D1           3            -5           9            173          193          10
C90          D2           1            -10          24           156          176          10
C91          D2           5            -8           5            106          126          10
C92          D1           -3           14           24           92           112          10
C93          D1           16           -6           7            96           116          10
C94          D2           -12          -2           7            151          171          10
C95          D2           -4           -1           8            254          274          10
C96          D1           -9           -1           8            190          210          10
C97          D1           10           -27          18           118          138          10
C98          D2           -8           -20          12           250          270          10
C99          D2           -9           9            25           73           93           10
C100         D1           -12          3            6            208          228          10

Problem Variant                             : 3M-2E-VRP
Distance Metric                             : FLOOR_EUCLIDEAN_DIVISOR
Distance Divisor                            : 6.0
Customer Locations as Transfer Points       : true

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 1000
First Echelon Vehicle Velocity (km/h)       : 10
First Echelon Vehicle Fixed Cost            : 60
First Echelon Vehicle Fixed Cost Basis      : PER_DAY
First Echelon Vehicle Variable Cost (€/h)   : 15
First Echelon Vehicle Fuel Cost (€/km)      : 0.56

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 100
Second Echelon Vehicle Velocity (km/h)      : 15
Second Echelon Vehicle Fixed Cost           : 20
Second Echelon Vehicle Fixed Cost Basis     : PER_DAY
Second Echelon Vehicle Variable Cost (€/h)  : 10
Second Echelon Vehicle Fuel Cost (€/km)     : 0.028
