StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            -27          19           0            0            1000         0
D2           0            31           -10          0            0            1000         0
P1           0            1            21           0            0            1000         0
P2           0            -19          13           0            0            1000         0
P3           0            5            -22          0            0            1000         0
S1           0            1            21           0            0            1000         10
S2           0            -19          13           0            0            1000         10
S3           0            5            -22          0            0            1000         10
C1           D2           -28          4            10           61           81           10
C2           D1           4            -3           20           93           113          10
C3           D2           -6           -23          20           246          266          10
C4           D2           11           1            10           110          130          10
C5           D2           15           -13          20           92           112          10
C6           D1           15           -8           20           240          260          10
C7           D2           21           11           20           201          221          10
C8           D2           13           2            20           208          228          10
C9           D1           -5           22           10           164          184          10
C10          D1           1            -2           10           186          206          10
C11          D1           24           -15          10           55           75           10
C12          D1           -3           14           10           92           112          10
C13          D2           2            15           20           60           80           10
C14          D2           23           -11          10           169          189          10
C15          D2           10           -1           20           196          216          10
C16          D1           -11          14           20           191          211          10
C17          D1           22           -7           20           94           114          10
C18          D1           -9           -1           20           190          210          10
C19          D2           -1           -3           20           65           85           10
C20          D1           -1           8            20           56           76           10
C21          D1           0            1            20           75           95           10
C22          D1           3            -5           10           173          193          10
C23          D1           21           -7           10           240          260          10
C24          D1           -12          3            20           208          228          10
C25          D1           -19          16           10           192          212          10
C26          D1           29           3            10           136          156          10
C27          D2           2            6            20           202          222          10
C28          D1           -3           -19          10           141          161          10
C29          D2           9            18           20           218          238          10
C30          D2           20           -4           10           111          131          10
C31          D2           -1           6            10           177          197          10
C32          D2           9            7            10           168          188          10
C33          D2           1            -10          10           156          176          10
C34          D2           -9           9            20           73           93           10
C35          D2           -4           4            20           107          127          10
C36          D2           3            -2           20           146          166          10
C37          D1           -4           -4           10           164          184          10
C38          D2           -9           -9           10           103          123          10
C39          D1           25           3            10           49           69           10
C40          D1           -19          -5           10           121          141          10
C41          D2           -4           0            10           242          262          10
C42          D2           -2           -6           20           71           91           10
C43          D1           24           -13          10           104          124          10
C44          D2           -2           -1           20           251          271          10
C45          D1           -22          17           20           152          172          10
C46          D1           12           23           10           45           65           10
C47          D2           22           1            20           98           118          10
C48          D2           -4           -1           20           254          274          10
C49          D1           -8           9            20           68           88           10
C50          D2           2            1            20           215          235          10
C51          D1           -1           5            10           231          251          10
C52          D1           12           1            20           51           71           10
C53          D1           -16          -9           10           257          277          10
C54          D1           16           -6           20           96           116          10
C55          D2           13           -25          20           42           62           10
C56          D2           -10          5            10           172          192          10
C57          D2           -1           28           20           47           67           10
C58          D2           -20          -22          20           132          152          10
C59          D2           -8           -20          10           250          270          10
C60          D2           23           9            10           241          261          10
C61          D2           -12          -2           20           151          171          10
C62          D1           -5           9            20           188          208          10
C63          D1           7            -11          10           42           62           10
C64          D2           22           -1           10           101          121          10
C65          D1           -24          9            10           193          213          10
C66          D2           -2           0            10           187          207          10
C67          D2           7            7            10           118          138          10
C68          D1           21           1            20           217          237          10
C69          D2           1            -1           10           70           90           10
C70          D2           -2           -6           20           38           58           10
C71          D2           3            6            20           215          235          10
C72          D2           -3           -1           10           164          184          10
C73          D2           -22          11           20           119          139          10
C74          D1           0            -20          10           42           62           10
C75          D1           -12          16           10           232          252          10
C76          D1           -2           -5           20           231          251          10
C77          D2           -16          3            20           83           103          10
C78          D1           -10          3            10           97           117          10
C79          D1           -1           -4           10           156          176          10
C80          D1           8            0            20           144          164          10
C81          D2           27           -4           20           235          255          10
C82          D1           -7           -8           10           100          120          10
C83          D2           7            -6           10           227          247          10
C84          D1           -1           0            20           195          215          10
C85          D2           -14          0            10           101          121          10
C86          D1           5            1            10           116          136          10
C87          D1           3            2            10           141          161          10
C88          D1           -11          -13          10           202          222          10
C89          D2           14           12           20           71           91           10
C90          D1           -6           26           10           61           81           10
C91          D2           27           4            10           178          198          10
C92          D2           1            22           10           158          178          10
C93          D1           -16          21           20           114          134          10
C94          D2           5            -8           10           106          126          10
C95          D2           3            -26          20           164          184          10
C96          D1           -3           3            20           157          177          10
C97          D2           18           24           10           195          215          10
C98          D1           6            -4           20           125          145          10
C99          D1           10           -27          10           118          138          10
C100         D1           -8           13           20           72           92           10

Problem Variant                             : DELLAERT-2E-VRP
Distance Metric                             : RAW_EUCLIDEAN
Distance Divisor                            : 1.0
Customer Locations as Transfer Points       : false

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 200
First Echelon Vehicle Velocity (km/h)       : 60
First Echelon Vehicle Fixed Cost            : 50
First Echelon Vehicle Fixed Cost Basis      : PER_TOUR
First Echelon Vehicle Variable Cost (€/h)   : 0
First Echelon Vehicle Fuel Cost (€/km)      : 1.0

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 50
Second Echelon Vehicle Velocity (km/h)      : 60
Second Echelon Vehicle Fixed Cost           : 25
Second Echelon Vehicle Fixed Cost Basis     : PER_TOUR
Second Echelon Vehicle Variable Cost (€/h)  : 0
Second Echelon Vehicle Fuel Cost (€/km)     : 1.0
