StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            18           30           0            0            1000         0
D2           0            8            -29          0            0            1000         0
P1           0            -6           20           0            0            1000         0
P2           0            -22          4            0            0            1000         0
P3           0            1            -24          0            0            1000         0
S1           0            -6           20           0            0            1000         10
S2           0            -22          4            0            0            1000         10
S3           0            1            -24          0            0            1000         10
C1           D1           1            0            10           136          156          10
C2           D2           -3           -19          20           144          164          10
C3           D1           8            -13          20           123          143          10
C4           D1           -5           21           10           29           49           10
C5           D2           13           -9           20           34           54           10
C6           D1           -14          25           10           214          234          10
C7           D1           7            25           10           47           67           10
C8           D2           -8           15           10           46           66           10
C9           D1           6            -18          10           219          239          10
C10          D1           -16          19           20           216          236          10
C11          D1           -18          17           10           44           64           10
C12          D2           -5           23           20           83           103          10
C13          D2           -23          12           20           141          161          10
C14          D2           -20          4            10           230          250          10
C15          D2           29           5            10           45           65           10
C16          D1           4            2            20           182          202          10
C17          D2           1            3            10           44           64           10
C18          D2           3            -1           20           152          172          10
C19          D2           -1           -3           10           82           102          10
C20          D1           26           -5           10           107          127          10
C21          D2           -4           -5           10           58           78           10
C22          D1           9            12           10           225          245          10
C23          D2           -9           24           20           91           111          10
C24          D1           13           5            20           109          129          10
C25          D1           15           -18          20           240          260          10
C26          D1           22           2            10           118          138          10
C27          D2           -12          4            10           201          221          10
C28          D2           -2           -4           20           250          270          10
C29          D2           17           -14          20           140          160          10
C30          D2           -22          19           20           178          198          10
C31          D1           6            -1           20           55           75           10
C32          D2           13           -20          10           209          229          10
C33          D2           2            6            20           45           65           10
C34          D2           -2           0            20           29           49           10
C35          D1           -8           17           20           57           77           10
C36          D2           -6           -11          20           48           68           10
C37          D2           21           20           20           67           87           10
C38          D1           -17          -9           20           59           79           10
C39          D2           17           5            20           217          237          10
C40          D2           16           -23          20           254          274          10
C41          D2           0            10           10           185          205          10
C42          D2           9            -10          10           28           48           10
C43          D1           4            12           10           194          214          10
C44          D1           27           10           20           107          127          10
C45          D2           20           -9           10           51           71           10
C46          D1           -7           -1           10           66           86           10
C47          D2           1            -11          10           64           84           10
C48          D1           -7           5            20           123          143          10
C49          D1           -7           -11          20           235          255          10
C50          D1           -1           -11          20           247          267          10
C51          D1           8            7            20           123          143          10
C52          D1           15           -18          10           181          201          10
C53          D2           -6           -3           10           110          130          10
C54          D1           -11          11           20           146          166          10
C55          D1           -20          7            10           213          233          10
C56          D2           -5           -25          10           46           66           10
C57          D1           0            -3           20           57           77           10
C58          D1           -1           11           10           88           108          10
C59          D1           4            23           10           245          265          10
C60          D2           10           0            10           135          155          10
C61          D2           23           -16          20           72           92           10
C62          D2           -1           -9           20           233          253          10
C63          D1           -17          -10          20           248          268          10
C64          D1           3            -2           10           121          141          10
C65          D1           -6           0            20           46           66           10
C66          D2           3            -1           20           140          160          10
C67          D2           10           -23          20           170          190          10
C68          D1           -2           22           20           179          199          10
C69          D2           -20          4            10           55           75           10
C70          D1           -16          -4           10           252          272          10
C71          D1           0            -1           10           165          185          10
C72          D1           6            -2           20           72           92           10
C73          D1           -1           0            10           162          182          10
C74          D2           0            -7           10           22           42           10
C75          D2           -10          16           20           156          176          10
C76          D2           -12          14           10           155          175          10
C77          D2           -17          8            20           224          244          10
C78          D1           3            5            10           116          136          10
C79          D2           6            -15          10           125          145          10
C80          D1           4            -26          10           217          237          10
C81          D2           4            -3           10           175          195          10
C82          D2           16           -8           20           61           81           10
C83          D2           -20          19           20           151          171          10
C84          D2           6            -6           10           251          271          10
C85          D1           -8           -4           20           73           93           10
C86          D2           -5           9            10           207          227          10
C87          D1           -19          -9           10           220          240          10
C88          D2           8            8            10           258          278          10
C89          D2           -6           -12          20           143          163          10
C90          D1           0            0            20           93           113          10
C91          D2           -7           -10          10           29           49           10
C92          D1           0            15           10           47           67           10
C93          D2           -9           10           20           105          125          10
C94          D1           2            5            10           174          194          10
C95          D1           19           14           10           231          251          10
C96          D2           -8           -14          20           247          267          10
C97          D1           -1           5            10           175          195          10
C98          D1           -12          -5           20           183          203          10
C99          D1           17           2            10           77           97           10
C100         D1           15           -13          20           189          209          10

Problem Variant                             : DELLAERT-2E-VRP
Distance Metric                             : RAW_EUCLIDEAN
Distance Divisor                            : 1.0
Customer Locations as Transfer Points       : false

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 200
First Echelon Vehicle Velocity (km/h)       : 60
First Echelon Vehicle Fixed Cost            : 50
First Echelon Vehicle Fixed Cost Basis      : PER_TOUR
First Echelon Vehicle Variable Cost (€/h)   : 0
First Echelon Vehicle Fuel Cost (€/km)      : 1.0

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 50
Second Echelon Vehicle Velocity (km/h)      : 60
Second Echelon Vehicle Fixed Cost           : 25
Second Echelon Vehicle Fixed Cost Basis     : PER_TOUR
Second Echelon Vehicle Variable Cost (€/h)  : 0
Second Echelon Vehicle Fuel Cost (€/km)     : 1.0
