StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            -12          36           0            0            1000         0
D2           0            -36          -16          0            0            1000         0
D3           0            35           -2           0            0            1000         0
P1           0            16           15           0            0            1000         0
P2           0            -13          19           0            0            1000         0
P3           0            -19          6            0            0            1000         0
P4           0            0            -21          0            0            1000         0
P5           0            22           -8           0            0            1000         0
S1           0            16           15           0            0            1000         10
S2           0            -13          19           0            0            1000         10
S3           0            -19          6            0            0            1000         10
S4           0            0            -21          0            0            1000         10
S5           0            22           -8           0            0            1000         10
C1           D2           1            -2           20           126          146          10
C2           D1           0            -8           20           154          174          10
C3           D1           4            -3           20           217          237          10
C4           D1           26           12           10           36           56           10
C5           D3           0            -8           20           101          121          10
C6           D2           -4           -1           20           185          205          10
C7           D2           10           9            10           50           70           10
C8           D3           20           3            20           259          279          10
C9           D2           3            24           20           98           118          10
C10          D1           -16          3            10           195          215          10
C11          D2           21           -2           20           135          155          10
C12          D3           3            -10          10           57           77           10
C13          D1           7            2            10           60           80           10
C14          D2           0            -21          20           137          157          10
C15          D3           28           9            10           199          219          10
C16          D2           10           -5           10           99           119          10
C17          D1           1            -2           20           110          130          10
C18          D3           1            -12          20           128          148          10
C19          D1           -5           -23          10           208          228          10
C20          D2           -18          -17          10           141          161          10
C21          D1           0            0            10           119          139          10
C22          D2           9            -1           10           114          134          10
C23          D1           12           9            20           222          242          10
C24          D3           -11          -17          10           113          133          10
C25          D3           -1           0            10           201          221          10
C26          D2           2            0            10           92           112          10
C27          D3           9            -1           10           198          218          10
C28          D2           -1           1            20           73           93           10
C29          D1           -1           20           10           196          216          10
C30          D3           -13          10           10           171          191          10
C31          D1           4            -18          10           234          254          10
C32          D1           -10          -4           10           248          268          10
C33          D1           -5           1            10           66           86           10
C34          D1           -16          -23          20           220          240          10
C35          D2           -3           1            10           43           63           10
C36          D2           -12          7            20           184          204          10
C37          D1           22           -3           20           251          271          10
C38          D3           2            3            20           82           102          10
C39          D3           -22          16           20           65           85           10
C40          D3           -28          0            20           124          144          10
C41          D2           15           8            20           58           78           10
C42          D3           14           13           10           91           111          10
C43          D3           -29          -1           10           138          158          10
C44          D2           -3           -3           20           79           99           10
C45          D1           -5           3            10           83           103          10
C46          D3           -1           0            10           229          249          10
C47          D3           29           -2           10           31           51           10
C48          D3           11           -13          10           155          175          10
C49          D3           18           3            20           33           53           10
C50          D1           18           -23          20           87           107          10
C51          D3           -14          16           20           188          208          10
C52          D2           -22          15           10           245          265          10
C53          D3           8            12           10           97           117          10
C54          D3           -12          -3           10           81           101          10
C55          D2           -5           5            20           253          273          10
C56          D3           -6           -2           10           36           56           10
C57          D2           -1           8            10           118          138          10
C58          D1           -13          25           20           126          146          10
C59          D2           29           -8           20           204          224          10
C60          D3           -4           -5           20           48           68           10
C61          D3           15           0            10           153          173          10
C62          D2           -19          -8           10           43           63           10
C63          D1           3            3            10           228          248          10
C64          D2           13           -2           10           110          130          10
C65          D3           26           4            10           35           55           10
C66          D2           23           3            10           62           82           10
C67          D3           16           1            10           78           98           10
C68          D2           1            -10          10           67           87           10
C69          D3           16           6            20           85           105          10
C70          D1           5            -10          20           180          200          10
C71          D2           -2           -2           20           68           88           10
C72          D2           16           6            20           89           109          10
C73          D3           1            -9           10           102          122          10
C74          D1           -24          13           20           92           112          10
C75          D1           28           2            10           97           117          10
C76          D1           -1           -4           10           91           111          10
C77          D2           -6           -15          10           229          249          10
C78          D3           -8           -2           10           142          162          10
C79          D3           14           -2           10           71           91           10
C80          D3           -1           19           20           183          203          10
C81          D1           4            23           10           86           106          10
C82          D3           28           8            10           200          220          10
C83          D1           7            21           20           38           58           10
C84          D2           8            -4           10           249          269          10
C85          D1           -18          -2           10           29           49           10
C86          D3           11           -1           10           48           68           10
C87          D1           15           5            10           41           61           10
C88          D3           -9           -2           10           63           83           10
C89          D2           0            0            20           199          219          10
C90          D3           -21          11           20           82           102          10
C91          D2           -14          -9           20           165          185          10
C92          D3           -1           1            20           215          235          10
C93          D2           -13          6            20           241          261          10
C94          D1           -24          7            20           173          193          10
C95          D3           -17          1            10           57           77           10
C96          D1           -1           2            10           224          244          10
C97          D1           -4           -5           10           189          209          10
C98          D3           10           7            10           33           53           10
C99          D1           22           -5           20           80           100          10
C100         D2           -12          -8           10           90           110          10

Problem Variant                             : DELLAERT-2E-VRP
Distance Metric                             : RAW_EUCLIDEAN
Distance Divisor                            : 1.0
Customer Locations as Transfer Points       : false

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 200
First Echelon Vehicle Velocity (km/h)       : 60
First Echelon Vehicle Fixed Cost            : 50
First Echelon Vehicle Fixed Cost Basis      : PER_TOUR
First Echelon Vehicle Variable Cost (€/h)   : 0
First Echelon Vehicle Fuel Cost (€/km)      : 1.0

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 50
Second Echelon Vehicle Velocity (km/h)      : 60
Second Echelon Vehicle Fixed Cost           : 25
Second Echelon Vehicle Fixed Cost Basis     : PER_TOUR
Second Echelon Vehicle Variable Cost (€/h)  : 0
Second Echelon Vehicle Fuel Cost (€/km)     : 1.0
