StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            -15          35           0            0            1000         0
D2           0            1            -33          0            0            1000         0
P1           0            23           4            0            0            1000         0
P2           0            -19          -16          0            0            1000         0
P3           0            6            -23          0            0            1000         0
S1           0            23           4            0            0            1000         10
S2           0            -19          -16          0            0            1000         10
S3           0            6            -23          0            0            1000         10
C1           D2           5            -5           20           183          203          10
C2           D2           -18          19           10           68           88           10
C3           D2           17           -1           10           257          277          10
C4           D2           -18          -3           10           42           62           10
C5           D1           -16          -7           20           233          253          10
C6           D2           1            -1           10           47           67           10
C7           D2           2            1            10           241          261          10
C8           D1           -8           -12          10           171          191          10
C9           D1           15           0            20           256          276          10
C10          D2           8            2            10           40           60           10
C11          D2           -17          -23          10           92           112          10
C12          D2           27           8            20           210          230          10
C13          D2           -12          13           10           141          161          10
C14          D1           9            8            20           201          221          10
C15          D1           18           -17          20           196          216          10
C16          D2           -10          5            20           160          180          10
C17          D2           -1           22           10           223          243          10
C18          D1           19           11           20           133          153          10
C19          D2           6            -11          20           176          196          10
C20          D1           12           25           20           67           87           10
C21          D1           4            -16          20           71           91           10
C22          D1           -14          -6           20           79           99           10
C23          D1           -5           -25          20           79           99           10
C24          D1           -24          -2           20           247          267          10
C25          D2           13           -20          20           147          167          10
C26          D2           8            9            20           185          205          10
C27          D1           2            2            10           121          141          10
C28          D2           -17          -21          10           70           90           10
C29          D1           4            23           20           117          137          10
C30          D1           -23          9            10           244          264          10
C31          D2           9            13           20           193          213          10
C32          D1           5            -1           20           109          129          10
C33          D2           19           -19          20           32           52           10
C34          D2           -16          4            20           162          182          10
C35          D1           -2           -2           10           83           103          10
C36          D1           -14          24           10           200          220          10
C37          D2           29           6            10           75           95           10
C38          D1           -19          -21          10           182          202          10
C39          D2           0            1            10           186          206          10
C40          D1           14           8            20           149          169          10
C41          D2           -20          8            10           67           87           10
C42          D2           16           8            20           152          172          10
C43          D2           1            -7           10           43           63           10
C44          D2           -14          14           20           199          219          10
C45          D2           -6           -1           20           167          187          10
C46          D2           -1           -18          20           224          244          10
C47          D2           -13          12           20           250          270          10
C48          D2           -5           20           20           53           73           10
C49          D2           -8           -4           10           144          164          10
C50          D1           -2           -3           20           125          145          10
C51          D2           -11          -7           10           43           63           10
C52          D2           9            4            10           57           77           10
C53          D2           28           -10          10           77           97           10
C54          D1           19           11           20           102          122          10
C55          D1           -3           -2           20           161          181          10
C56          D1           -3           28           20           230          250          10
C57          D2           0            0            20           100          120          10
C58          D1           -14          -21          10           179          199          10
C59          D1           -9           2            10           191          211          10
C60          D1           26           -8           10           244          264          10
C61          D2           -4           -1           10           152          172          10
C62          D1           -5           -7           20           154          174          10
C63          D2           -1           17           10           237          257          10
C64          D1           6            -5           20           133          153          10
C65          D2           -20          8            10           196          216          10
C66          D2           11           13           20           53           73           10
C67          D1           -2           16           20           178          198          10
C68          D2           -4           -28          10           36           56           10
C69          D1           -27          10           20           206          226          10
C70          D2           8            12           10           121          141          10
C71          D2           7            20           20           141          161          10
C72          D2           2            10           10           181          201          10
C73          D1           18           2            10           154          174          10
C74          D1           9            -4           10           88           108          10
C75          D1           -7           15           20           239          259          10
C76          D2           -10          18           10           151          171          10
C77          D2           1            -2           10           233          253          10
C78          D1           18           2            20           110          130          10
C79          D2           -2           -7           10           81           101          10
C80          D2           -13          -2           20           73           93           10
C81          D1           4            -6           20           123          143          10
C82          D2           -7           -2           20           34           54           10
C83          D2           -18          14           10           193          213          10
C84          D1           20           -19          10           114          134          10
C85          D2           -6           -15          20           174          194          10
C86          D1           -2           3            20           107          127          10
C87          D1           -20          -8           20           86           106          10
C88          D1           -5           14           10           234          254          10
C89          D1           -7           -19          20           194          214          10
C90          D2           6            15           20           238          258          10
C91          D1           -2           -13          10           161          181          10
C92          D1           -1           -5           20           169          189          10
C93          D1           17           16           20           151          171          10
C94          D1           18           -5           20           226          246          10
C95          D1           18           -7           20           252          272          10
C96          D2           0            1            20           134          154          10
C97          D2           -4           5            10           162          182          10
C98          D1           6            -19          10           218          238          10
C99          D1           22           -3           20           90           110          10
C100         D2           -11          13           10           88           108          10

Problem Variant                             : DELLAERT-2E-VRP
Distance Metric                             : RAW_EUCLIDEAN
Distance Divisor                            : 1.0
Customer Locations as Transfer Points       : false

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 200
First Echelon Vehicle Velocity (km/h)       : 60
First Echelon Vehicle Fixed Cost            : 50
First Echelon Vehicle Fixed Cost Basis      : PER_TOUR
First Echelon Vehicle Variable Cost (€/h)   : 0
First Echelon Vehicle Fuel Cost (€/km)      : 1.0

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 50
Second Echelon Vehicle Velocity (km/h)      : 60
Second Echelon Vehicle Fixed Cost           : 25
Second Echelon Vehicle Fixed Cost Basis     : PER_TOUR
Second Echelon Vehicle Variable Cost (€/h)  : 0
Second Echelon Vehicle Fuel Cost (€/km)     : 1.0
