StringID     DepotID      x            y            demand       ReadyTime    DueDate      ServiceTime
D1           0            -6           34           0            0            1000         0
D2           0            -35          -14          0            0            1000         0
P1           0            -8           24           0            0            1000         0
P2           0            -18          -11          0            0            1000         0
P3           0            20           -12          0            0            1000         0
S1           0            -8           24           0            0            1000         10
S2           0            -18          -11          0            0            1000         10
S3           0            20           -12          0            0            1000         10
C1           D1           0            -19          20           58           78           10
C2           D2           15           -10          10           152          172          10
C3           D2           -22          2            20           210          230          10
C4           D2           -8           8            10           236          256          10
C5           D2           8            4            20           178          198          10
C6           D2           4            -24          10           158          178          10
C7           D1           -11          -9           10           196          216          10
C8           D2           7            17           10           78           98           10
C9           D2           -16          -16          20           82           102          10
C10          D2           18           -20          20           224          244          10
C11          D1           -2           -3           20           55           75           10
C12          D2           16           -25          10           149          169          10
C13          D1           -21          19           10           237          257          10
C14          D1           1            -3           10           46           66           10
C15          D2           1            -29          20           65           85           10
C16          D2           -5           4            20           42           62           10
C17          D1           1            -20          20           220          240          10
C18          D2           -26          -11          10           103          123          10
C19          D1           0            5            20           148          168          10
C20          D1           -16          -5           20           72           92           10
C21          D1           -6           18           10           22           42           10
C22          D1           1            0            10           88           108          10
C23          D1           -15          -9           10           211          231          10
C24          D1           0            1            20           174          194          10
C25          D2           -7           4            10           154          174          10
C26          D1           -6           1            20           207          227          10
C27          D1           7            -28          20           254          274          10
C28          D1           -7           3            20           253          273          10
C29          D2           21           -1           10           70           90           10
C30          D2           10           -3           10           88           108          10
C31          D2           -6           17           20           235          255          10
C32          D1           -3           -9           10           45           65           10
C33          D2           10           18           20           197          217          10
C34          D2           4            7            20           84           104          10
C35          D1           -11          -8           20           172          192          10
C36          D2           25           0            10           188          208          10
C37          D2           17           -6           10           113          133          10
C38          D2           -15          -19          20           182          202          10
C39          D1           26           -15          20           252          272          10
C40          D1           -9           22           20           161          181          10
C41          D1           9            -4           20           99           119          10
C42          D1           0            20           20           100          120          10
C43          D2           6            -5           10           213          233          10
C44          D2           -8           14           20           72           92           10
C45          D2           6            0            10           37           57           10
C46          D2           9            -3           10           121          141          10
C47          D2           -4           17           10           171          191          10
C48          D1           7            19           10           41           61           10
C49          D1           27           -2           10           241          261          10
C50          D2           -27          12           20           232          252          10
C51          D1           -13          -20          20           244          264          10
C52          D1           2            2            20           69           89           10
C53          D2           -8           13           20           119          139          10
C54          D2           12           -14          20           231          251          10
C55          D1           25           13           20           175          195          10
C56          D2           22           9            20           138          158          10
C57          D2           6            -7           20           200          220          10
C58          D2           -23          -1           20           71           91           10
C59          D1           1            -9           20           162          182          10
C60          D1           -23          -6           20           79           99           10
C61          D2           -21          14           10           74           94           10
C62          D1           -16          4            10           209          229          10
C63          D1           4            -11          20           239          259          10
C64          D1           4            9            20           158          178          10
C65          D2           -22          2            10           185          205          10
C66          D1           -8           17           10           23           43           10
C67          D2           14           -17          10           142          162          10
C68          D1           -14          2            20           217          237          10
C69          D2           23           5            20           248          268          10
C70          D1           0            0            10           87           107          10
C71          D2           10           -28          20           134          154          10
C72          D1           -5           2            20           23           43           10
C73          D1           20           9            10           80           100          10
C74          D1           3            -5           10           107          127          10
C75          D1           -22          6            20           150          170          10
C76          D1           -3           10           10           90           110          10
C77          D2           -5           6            10           181          201          10
C78          D2           -20          17           20           231          251          10
C79          D1           2            19           20           144          164          10
C80          D2           2            18           10           106          126          10
C81          D2           14           25           20           162          182          10
C82          D2           2            1            20           194          214          10
C83          D2           19           -21          20           188          208          10
C84          D1           9            -1           20           238          258          10
C85          D2           6            -7           20           48           68           10
C86          D2           -1           29           20           141          161          10
C87          D2           25           13           10           105          125          10
C88          D1           -11          -8           20           36           56           10
C89          D1           -6           -12          20           142          162          10
C90          D1           25           12           20           252          272          10
C91          D2           -1           15           10           49           69           10
C92          D2           16           11           10           217          237          10
C93          D2           -5           8            20           175          195          10
C94          D2           6            -5           10           130          150          10
C95          D1           4            7            20           130          150          10
C96          D2           1            1            20           134          154          10
C97          D2           4            -13          10           125          145          10
C98          D2           10           5            20           101          121          10
C99          D1           -11          -8           10           42           62           10
C100         D1           0            -7           20           36           56           10

Problem Variant                             : DELLAERT-2E-VRP
Distance Metric                             : RAW_EUCLIDEAN
Distance Divisor                            : 1.0
Customer Locations as Transfer Points       : false

First Echelon Vehicle number per depot      : 100
First Echelon Vehicle Capacity (kg)         : 200
First Echelon Vehicle Velocity (km/h)       : 60
First Echelon Vehicle Fixed Cost            : 50
First Echelon Vehicle Fixed Cost Basis      : PER_TOUR
First Echelon Vehicle Variable Cost (€/h)   : 0
First Echelon Vehicle Fuel Cost (€/km)      : 1.0

Second Echelon Vehicle number per parking   : 100
Second Echelon Vehicle Capacity (kg)        : 50
Second Echelon Vehicle Velocity (km/h)      : 60
Second Echelon Vehicle Fixed Cost           : 25
Second Echelon Vehicle Fixed Cost Basis     : PER_TOUR
Second Echelon Vehicle Variable Cost (€/h)  : 0
Second Echelon Vehicle Fuel Cost (€/km)     : 1.0
